SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
5,0.11289925873279572,0.25333902156376115,1,1,2,2,5.99,0,3,34.0,118.43477630615234,0,1,0,0,0,1150.json,NotBuggy
3,0.8180922269821167,0.9077498094940896,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,387.json,NotBuggy
3,0.7396833300590515,0.8782401505049515,0,0,0,1,3.77,0,1,13.0,133.18099975585938,0,0,0,0,0,1051.json,NotBuggy
3,0.7970525622367859,0.45988209375326605,0,0,0,1,3.77,0,1,19.0,130.45266723632812,0,0,0,0,0,2635.json,NotBuggy
3,0.9367998242378235,0.913792734351946,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3055.json,NotBuggy
3,0.13577783107757568,0.8286473049880381,0,0,0,1,3.77,0,1,19.0,130.57513427734375,0,1,0,0,0,7119.json,NotBuggy
15,0.0020891022868454456,0.026995859011570415,0,0,0,1,2.3,0,12,100.0,94.45088195800781,0,2,1,0,0,6194.json,NotBuggy
4,0.8112011551856995,0.8035101891793949,0,0,0,1,4.0,0,2,19.0,126.04888916015625,0,0,0,0,0,7023.json,Buggy
3,0.8983840942382812,0.8757120162182358,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3617.json,NotBuggy
4,0.021195489913225174,0.2733254479200136,0,0,0,1,6.63,0,4,31.0,122.76004028320312,0,1,0,0,0,4957.json,NotBuggy
5,1.3175528147257864E-4,2.1114827750356806E-4,0,0,0,1,8.16,0,12,72.0,113.95661926269531,0,1,0,0,0,4769.json,NotBuggy
4,0.6664006114006042,0.8597471575161238,0,0,0,1,4.0,0,2,18.0,126.4781494140625,0,0,0,0,0,248.json,NotBuggy
4,0.01754339411854744,0.06292906653849197,0,0,0,1,6.63,0,5,38.0,121.34877014160156,0,1,0,0,0,2801.json,NotBuggy
7,0.847669243812561,0.22350651315703407,1,1,2,2,5.11,0,3,46.0,111.05950927734375,0,1,2,0,0,5149.json,NotBuggy
3,0.45683732628822327,0.7638309602195876,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,7810.json,NotBuggy
3,0.5054272413253784,0.7796746958628097,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,1109.json,NotBuggy
