SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
3,0.16824889183044434,0.9027356673077078,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,16940.json,NotBuggy
3,1.2014181993436068E-4,0.8731071565903923,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,20525.json,NotBuggy
10,0.47412464022636414,0.01677566251679898,0,0,0,2,5.06,1,5,61.0,103.40232849121094,0,1,2,0,0,6671.json,NotBuggy
6,0.946819007396698,0.7732383622874066,1,1,2,2,5.5,1,1,28.0,116.66458892822266,0,0,0,0,0,22621.json,Buggy
9,0.40629470348358154,0.1566205665012801,2,1,3,3,7.33,2,2,47.0,106.4749526977539,0,1,2,0,0,40636.json,NotBuggy
7,0.00303853047080338,0.019488779450884914,1,1,2,2,6.05,1,4,56.0,110.09959411621094,0,1,0,0,0,39434.json,NotBuggy
5,0.8269376158714294,0.8743702738965855,1,1,2,2,5.99,1,1,20.0,122.0853500366211,0,0,0,0,0,25589.json,NotBuggy
12,0.10225147753953934,0.005234836763307802,3,3,6,3,5.5,1,5,72.0,99.49462890625,0,1,1,0,0,7338.json,NotBuggy
3,0.9413757920265198,0.9100369681880387,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,19003.json,NotBuggy
3,0.7844374775886536,0.934439921172953,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3463.json,NotBuggy
3,0.013052250258624554,0.4960954335715873,0,0,0,1,3.77,0,1,24.0,129.12539672851562,0,2,0,0,0,42056.json,NotBuggy
12,0.04304681718349457,0.027276617393769055,0,0,0,2,4.53,1,8,80.0,98.9155044555664,1,0,1,0,0,25191.json,NotBuggy
8,0.005768626928329468,0.0012977000845522664,2,3,5,4,7.94,2,3,72.0,105.78530883789062,0,4,0,0,0,20687.json,NotBuggy
2,0.7869839668273926,0.9947387064295742,0,0,0,1,2.89,0,0,10.0,141.56829833984375,1,0,0,0,0,33181.json,NotBuggy
3,1.2014181993436068E-4,0.8731071565903923,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,21880.json,NotBuggy
3,0.1409054845571518,0.49510891882212643,0,0,0,1,3.77,0,0,24.0,129.0215301513672,0,0,0,0,0,19074.json,NotBuggy
3,0.9707263112068176,0.7462750387732607,0,0,0,1,3.77,0,0,18.0,130.85629272460938,0,0,0,0,0,8289.json,NotBuggy
14,0.01085903961211443,1.2018042208872044E-5,1,1,2,2,10.24,2,4,109.0,94.6303939819336,0,1,1,0,0,2551.json,NotBuggy
10,5.445793503895402E-4,8.517307014589539E-4,4,3,7,4,6.97,0,6,76.0,101.84326171875,0,1,0,0,0,19594.json,Buggy
12,0.7663105130195618,0.2093477217046232,1,1,2,3,9.96,3,3,51.0,101.33769226074219,1,1,0,0,0,32947.json,NotBuggy
3,0.6332135796546936,0.7563671157644405,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,6550.json,NotBuggy
4,0.6260385513305664,0.6848264186107595,0,0,0,1,3.46,0,1,20.0,125.5254898071289,0,1,0,0,0,22880.json,NotBuggy
1,0.9757559299468994,0.8196896087994567,0,0,0,1,0.0,0,0,11.0,152.05810546875,0,0,0,0,0,8667.json,NotBuggy
8,0.5618144869804382,0.11646841730489019,1,1,2,2,4.8,1,5,47.0,108.613037109375,0,0,0,0,0,39410.json,NotBuggy
15,0.06592856347560883,0.4583055504376753,3,4,7,4,1.61,2,3,66.0,96.20413970947266,1,1,1,0,0,37411.json,NotBuggy
3,0.7992092370986938,0.8272072869576328,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,21160.json,NotBuggy
7,0.901222288608551,0.7248585308991145,1,1,2,2,6.05,1,0,26.0,114.75294494628906,0,0,0,0,0,15768.json,NotBuggy
4,0.1448153704404831,0.09342664380659023,0,0,0,1,4.0,0,3,37.0,121.61679077148438,0,1,1,0,0,18300.json,NotBuggy
6,0.12878689169883728,0.49177196365863346,1,1,2,2,5.5,1,1,30.0,116.30582427978516,0,1,0,0,0,15312.json,NotBuggy
3,0.9457495212554932,0.9313190668346772,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,24286.json,NotBuggy
3,0.3428625166416168,0.7361417254741286,0,0,0,1,3.77,0,0,16.0,131.60296630859375,0,1,0,0,0,20472.json,NotBuggy
3,0.837268590927124,0.8847737270815001,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,26761.json,NotBuggy
7,0.07606033980846405,0.021500517723747524,3,1,4,2,6.05,1,4,49.0,110.50746154785156,0,2,0,0,0,9036.json,NotBuggy
5,0.9240440726280212,0.5540051415285383,0,0,0,1,3.92,0,1,32.0,119.15383911132812,0,0,1,0,0,16046.json,NotBuggy
3,0.7212510108947754,0.9330217155764822,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,20575.json,NotBuggy
3,0.06391385197639465,0.7383426490214752,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,0,0,0,0,7705.json,NotBuggy
11,0.642867922782898,0.8545131228231694,2,4,6,3,4.75,2,1,41.0,104.45826721191406,1,1,0,0,0,21823.json,NotBuggy
3,0.3309246003627777,0.9017276172300784,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,40751.json,NotBuggy
26,0.00790691189467907,1.3182951363792433E-5,8,8,16,9,12.34,5,7,145.0,81.57627868652344,1,1,3,0,0,36349.json,NotBuggy
3,0.13518944382667542,0.7593721810767746,0,0,0,1,3.77,0,0,16.0,131.46876525878906,0,0,0,0,0,23679.json,NotBuggy
3,0.0,0.18144791345506378,0,0,0,1,3.77,0,1,34.0,126.94014739990234,0,2,0,0,0,38287.json,NotBuggy
4,0.5429129004478455,0.11516106073282682,1,1,2,2,4.0,0,1,37.0,121.32042694091797,0,1,1,0,0,16163.json,NotBuggy
3,0.14764636754989624,0.7410668918360843,0,0,0,1,3.77,0,1,17.0,131.28770446777344,0,0,0,0,0,11161.json,NotBuggy
3,0.739863932132721,0.811281323683287,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,1,0,0,0,19033.json,NotBuggy
10,0.13987283408641815,0.012644677768691251,3,2,5,3,7.33,2,1,62.0,103.22579956054688,0,3,1,0,0,21836.json,NotBuggy
44,0.0,1.0624766920478901E-20,7,10,17,12,3.58,4,26,315.0,67.47937774658203,0,3,7,0,0,43704.json,Buggy
3,0.7434727549552917,0.9002645458170008,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,43502.json,NotBuggy
3,0.6639183163642883,0.794857453114259,0,0,0,1,3.77,0,1,18.0,130.99049377441406,0,1,0,0,0,3475.json,NotBuggy
3,0.3133443295955658,0.8174181510774152,0,0,0,1,3.77,0,1,15.0,132.25152587890625,0,0,0,0,0,40102.json,NotBuggy
34,1.5060233999975026E-4,6.564039410264428E-6,3,3,6,5,4.68,1,14,171.0,76.7090072631836,1,3,6,0,0,4639.json,NotBuggy
